Position,GC,MluCI,NlaIII
507800,37.75,4,2
508200,39.75,5,2
508600,32.5,5,1
509000,37.25,2,1
509400,35.5,5,1
509800,40.5,2,2
510200,36.0,6,0
510600,31.75,6,1
511000,36.25,3,0
511400,41.5,0,0
511800,41.0,5,1
512200,40.5,2,0
512600,39.75,0,3
513000,34.0,4,0
513400,29.75,2,4
513800,38.75,2,0
514200,36.0,3,0
514600,38.0,1,1
515000,40.0,2,2
515400,35.25,4,1
515800,41.5,2,0
516200,44.5,4,2
516600,37.25,5,2
517000,45.0,2,0
517400,41.75,2,1
517800,39.25,3,1
518200,43.5,1,1
518600,39.75,8,2
519000,38.75,3,0
519400,36.5,5,2
519800,34.25,3,3
520200,42.5,3,2
520600,40.25,3,0
521000,41.5,1,2
521400,42.75,6,5
521800,42.75,2,4
522200,36.75,4,1
522600,35.0,1,5
523000,43.75,1,3
523400,42.0,2,2
523800,43.0,1,3
524200,40.0,2,1
524600,39.5,5,0
525000,44.75,5,0
525400,44.25,3,1
525800,41.0,6,1
526200,43.75,2,0
526600,41.0,4,2
527000,42.75,1,1
527400,37.5,2,4
527800,39.75,4,0
528200,33.0,2,1
528600,42.25,2,2
529000,41.25,2,2
529400,36.5,4,2
529800,42.25,1,4
530200,41.75,3,5
530600,37.75,8,0
531000,36.0,7,0
531400,41.5,3,1
531800,40.25,1,4
532200,41.25,5,1
532600,34.0,4,0
533000,39.75,2,1
533400,33.0,7,1
533800,38.0,5,0
534200,41.25,3,0
534600,37.5,1,2
535000,40.0,5,0
535400,38.0,9,3
535800,44.75,3,1
536200,48.75,1,2
536600,33.75,5,2
537000,40.25,2,4
537400,42.25,0,1
537800,41.75,6,1
538200,38.75,2,1
538600,42.5,5,0
539000,40.25,4,0
539400,40.25,3,2
539800,40.5,2,0
540200,44.25,2,2
540600,44.0,1,0
541000,41.0,3,1
541400,42.0,1,2
541800,41.0,4,3
542200,43.5,3,2
542600,34.5,1,3
543000,43.75,4,0
543400,36.25,4,1
543800,44.0,1,3
544200,40.75,1,1
544600,40.75,4,1
545000,41.5,5,1
545400,37.25,5,0
545800,32.25,10,0
546200,37.75,2,2
546600,43.0,3,1
547000,38.5,6,3
547400,40.0,4,0
547800,38.5,4,5
548200,33.75,3,0
548600,39.5,4,1
549000,40.75,3,2
549400,34.25,3,0
549800,35.5,6,0
550200,36.0,5,1
550600,33.5,4,0
551000,31.0,5,0
551400,29.0,9,1
551800,33.0,5,1
552200,32.75,6,2
552600,34.0,4,2
553000,40.75,3,4
553400,38.5,2,3
553800,40.0,3,2
554200,36.25,4,0
554600,35.0,3,1
555000,37.5,3,2
555400,35.0,3,0
555800,39.5,2,1
556200,38.25,2,3
556600,35.75,6,3
557000,29.75,6,0
557400,30.0,5,0
557800,37.25,1,1
558200,33.5,4,0
558600,37.75,3,1
559000,31.5,9,1
559400,33.5,2,3
559800,36.5,0,1
560200,31.5,5,1
560600,35.5,4,0
561000,27.25,11,0
561400,32.0,2,2
561800,31.75,5,0
562200,28.5,0,0
562600,30.25,3,2
563000,42.0,2,1
563400,42.75,3,0
563800,43.0,3,1
564200,37.25,1,1
564600,40.0,1,0
565000,44.0,3,1
565400,42.5,2,1
565800,40.0,1,0
566200,38.25,3,0
566600,34.25,6,0
567000,28.75,6,2
567400,31.5,2,1
567800,29.75,4,2
568200,30.75,4,0
568600,34.25,4,0
569000,33.25,7,1
569400,40.25,5,3
569800,32.75,5,1
570200,44.5,2,0
570600,44.75,1,3
571000,46.5,2,3
571400,42.0,0,1
571800,39.25,7,2
572200,39.0,1,1
572600,37.25,3,0
573000,42.5,3,1
573400,44.25,3,2
573800,47.25,1,0
574200,44.75,2,1
574600,42.0,1,3
575000,40.5,3,2
575400,38.5,2,0
575800,37.5,4,0
576200,34.75,4,1
576600,41.25,0,0
577000,36.5,4,1
577400,38.5,2,1
577800,35.5,7,0
578200,35.75,1,2
578600,27.5,6,2
579000,41.25,1,1
579400,42.75,1,2
579800,44.5,2,0
580200,45.75,0,0
580600,41.25,4,3
581000,41.5,3,2
581400,44.5,3,1
581800,27.75,8,1
582200,40.5,3,0
582600,36.25,6,2
583000,46.75,0,0
583400,44.25,1,1
583800,40.0,1,0
584200,43.5,4,2
584600,44.25,2,3
585000,45.0,2,3
585400,44.25,3,2
585800,39.5,3,0
586200,40.5,3,5
586600,47.25,1,2
587000,47.25,2,3
587400,46.0,1,1
587800,45.75,2,1
588200,41.0,2,1
588600,41.75,3,0
589000,44.25,2,1
589400,39.0,2,0
589800,45.75,4,2
590200,40.0,2,0
590600,34.75,5,2
591000,38.5,0,3
591400,38.25,4,2
591800,39.5,4,0
592200,42.25,3,1
592600,43.5,0,0
593000,47.0,1,1
593400,48.5,1,2
593800,38.25,1,0
594200,35.75,1,1
594600,37.25,3,1
595000,39.75,2,3
595400,33.5,3,3
595800,31.25,4,1
596200,33.75,6,0
596600,32.5,9,1
597000,36.25,4,0
597400,33.75,4,0
597800,35.75,0,2
598200,37.25,2,0
598600,42.5,1,0
599000,43.5,0,0
599400,43.25,2,0
599800,46.25,5,8
600200,39.0,3,0
600600,42.75,3,2
601000,45.5,3,2
601400,44.5,1,1
601800,44.25,0,0
602200,39.0,1,1
602600,41.5,2,2
603000,39.75,0,0
603400,43.75,2,1
603800,40.75,2,0
604200,42.25,7,2
604600,42.5,4,1
605000,43.0,2,2
605400,42.5,3,0
605800,32.75,2,0
606200,39.5,3,1
606600,37.25,2,1
607000,40.5,4,0
607400,40.5,1,1
607800,39.0,1,3
608200,42.75,3,2
608600,48.0,0,0
609000,40.0,5,0
609400,42.75,2,4
609800,45.25,2,2
610200,43.0,4,4
610600,38.25,4,2
611000,33.75,5,1
611400,36.0,2,3
611800,37.25,3,1
612200,38.0,3,1
612600,38.75,2,0
613000,38.25,2,0
613400,45.25,3,1
613800,44.5,2,1
614200,44.25,0,1
614600,42.75,1,2
615000,41.5,3,2
615400,42.75,5,0
615800,44.0,4,2
616200,44.75,1,0
616600,43.75,4,2
617000,43.5,3,3
617400,41.25,5,4
617800,44.0,3,2
618200,41.75,0,7
618600,36.5,4,2
619000,39.25,0,0
619400,38.25,2,4
619800,42.0,3,0
620200,43.0,4,2
620600,39.75,2,4
621000,38.5,5,2
621400,38.25,4,1
621800,36.0,2,0
622200,31.0,5,0
622600,31.0,3,0
623000,30.75,6,0
623400,31.5,0,1
623800,32.0,4,1
624200,31.0,6,0
624600,30.75,2,0
625000,32.25,6,0
625400,35.0,5,1
625800,36.0,4,1
626200,36.25,5,2
626600,34.25,6,0
627000,35.25,4,0
627400,33.0,7,1
627800,38.75,1,3
628200,35.5,5,2
628600,32.5,3,2
629000,25.75,6,2
629400,37.5,1,0
629800,36.0,2,0
630200,39.25,1,0
630600,41.0,2,1
631000,38.75,1,1
631400,40.0,0,1
631800,42.5,2,2
632200,44.0,1,1
632600,43.25,1,0
633000,32.5,3,2
633400,29.75,7,1
633800,30.0,6,0
634200,34.5,1,2
634600,41.25,1,1
635000,40.0,1,1
635400,43.0,1,0
635800,40.75,1,0
636200,39.75,2,1
636600,44.5,1,2
637000,39.0,1,1
637400,43.0,0,1
637800,45.5,1,1
638200,42.25,1,4
638600,40.75,3,1
639000,41.75,4,1
639400,44.0,0,0
639800,42.5,1,0
640200,35.75,5,1
640600,40.5,2,0
641000,46.0,2,1
641400,43.75,3,3
641800,45.75,1,2
642200,44.5,2,1
642600,44.25,3,0
643000,41.5,5,2
643400,36.5,7,2
643800,43.75,3,0
644200,40.0,4,0
644600,36.75,4,1
645000,44.25,4,1
645400,45.0,3,3
645800,47.75,4,2
646200,44.75,2,1
646600,47.75,0,2
647000,40.25,2,2
647400,44.5,1,3
647800,42.5,2,1
648200,35.25,2,0
648600,32.0,3,0
649000,37.75,5,1
649400,36.75,5,1
649800,36.75,5,0
650200,38.0,5,1
650600,36.0,4,1
651000,44.75,1,2
651400,40.5,2,2
651800,47.0,2,2
652200,41.5,2,2
652600,44.25,4,1
653000,38.0,2,2
653400,36.75,3,0
653800,43.75,2,0
654200,43.75,2,1
654600,46.75,0,3
655000,44.75,1,3
655400,39.5,1,3
655800,39.5,2,1
656200,44.0,2,3
656600,44.0,4,0
657000,43.0,2,0
657400,39.5,3,4
657800,46.75,2,1
658200,40.75,1,1
658600,45.5,2,1
659000,36.0,6,1
659400,39.0,2,1
659800,40.0,3,2
660200,33.5,5,1
660600,41.75,3,0
661000,44.0,2,2
661400,38.75,2,1
661800,43.0,3,1
662200,46.0,2,2
662600,44.5,0,1
663000,42.75,3,0
663400,40.75,3,0
663800,37.0,4,0
664200,47.25,4,0
664600,41.5,0,0
665000,42.25,0,1
665400,40.25,2,0
665800,35.5,5,2
666200,42.25,2,0
666600,42.0,2,2
667000,38.5,1,0
667400,37.75,1,1
667800,37.0,2,1
668200,31.5,6,0
668600,37.0,3,0
669000,41.5,2,2
669400,48.0,0,2
669800,47.0,2,1
670200,40.5,2,0
670600,45.0,2,1
671000,47.0,2,1
671400,38.75,5,0
671800,39.25,4,1
672200,44.0,3,3
672600,49.25,0,2
673000,42.75,3,1
673400,41.0,2,0
673800,48.75,1,1
674200,45.0,6,0
674600,44.25,3,2
675000,42.0,3,0
675400,37.25,1,0
675800,41.0,4,3
676200,43.5,0,0
676600,41.25,2,1
677000,45.0,4,2
677400,42.5,2,1
677800,44.5,2,1
678200,42.0,3,0
678600,41.75,3,0
679000,31.5,9,2
679400,41.0,4,1
679800,37.0,5,0
680200,33.25,2,0
680600,37.5,2,0
681000,33.75,3,1
681400,47.0,2,0
681800,42.0,1,1
682200,48.0,1,0
682600,46.75,1,3
683000,45.75,4,1
683400,45.25,3,2
683800,36.5,6,1
684200,43.0,2,0
684600,45.25,2,1
685000,45.25,1,0
685400,36.5,5,2
685800,32.75,5,0
686200,30.0,9,2
686600,33.0,7,4
687000,35.5,3,2
687400,32.75,7,1
687800,35.75,4,0
688200,35.5,4,0
688600,36.5,5,1
689000,29.0,9,1
689400,29.5,7,0
689800,29.25,7,0
690200,30.5,5,1
690600,33.5,4,1
691000,34.5,5,0
691400,37.75,5,1
691800,31.0,4,0
692200,38.0,1,1
692600,38.25,4,1
693000,31.75,5,0
693400,27.25,10,0
693800,29.25,5,0
694200,26.75,4,0
694600,32.25,2,0
695000,42.75,1,1
695400,45.75,0,1
695800,44.75,1,2
696200,48.25,1,1
696600,47.75,3,2
697000,47.75,1,2
697400,43.75,1,2
697800,34.25,8,0
698200,44.25,1,0
698600,45.75,0,2
699000,40.25,4,0
699400,39.0,4,1
699800,39.25,3,1
700200,40.75,4,3
700600,45.25,0,1
701000,45.5,1,2
701400,47.25,2,1
701800,43.25,2,2
702200,36.0,3,0
702600,35.75,4,1
703000,41.0,6,1
703400,31.5,3,0
703800,41.0,3,2
704200,42.75,1,1
704600,44.5,1,0
705000,50.0,1,1
705400,46.25,3,1
705800,41.0,5,5
706200,42.5,0,1
706600,48.0,1,0
707000,41.5,3,2
707400,43.75,1,1
707800,45.25,3,2
708200,42.75,3,5
708600,39.0,2,1
709000,44.5,3,2
709400,39.5,5,3
709800,44.75,1,3
710200,38.75,3,4
710600,43.5,3,1
711000,39.25,2,3
711400,36.25,4,2
711800,38.25,3,2
712200,41.0,0,2
712600,36.0,5,3
713000,27.75,8,0
713400,35.25,8,4
713800,38.25,5,2
714200,37.25,3,0
714600,34.25,0,2
715000,32.5,4,0
715400,32.75,3,3
715800,36.75,3,0
716200,31.25,2,3
716600,45.5,2,2
717000,33.5,4,1
717400,44.5,4,1
717800,28.0,6,1
718200,40.0,1,1
718600,35.75,5,0
719000,41.5,1,0
719400,35.5,2,1
719800,37.0,6,1
720200,38.0,6,0
720600,32.25,6,1
721000,36.75,1,1
721400,42.75,4,1
721800,43.75,3,0
722200,41.0,2,0
722600,33.75,2,2
723000,41.25,2,0
723400,41.0,1,2
723800,40.0,4,0
724200,38.25,6,1
724600,43.25,2,1
725000,45.0,2,2
725400,38.75,5,0
725800,37.25,4,1
726200,33.25,6,0
726600,43.75,1,3
727000,40.0,5,2
727400,38.0,3,3
727800,41.5,2,1
728200,43.25,2,0
728600,28.75,3,0
729000,29.75,3,0
729400,42.0,0,1
729800,46.0,0,2
730200,43.5,2,5
730600,41.75,3,2
731000,39.75,4,2
731400,43.25,0,1
731800,36.25,4,0
732200,31.25,5,1
732600,35.25,4,0
733000,38.25,4,0
733400,39.0,4,0
733800,33.5,5,3
734200,36.75,4,1
734600,42.5,4,1
735000,39.5,4,1
735400,36.0,3,2
735800,33.25,9,1
736200,29.25,4,1
736600,35.75,3,2
737000,39.25,4,0
737400,39.0,5,0
737800,37.5,5,0
738200,47.5,1,0
738600,42.0,2,2
739000,32.0,6,1
739400,32.25,9,0
739800,33.0,6,0
740200,28.5,9,0
740600,32.75,6,0
741000,39.0,2,0
741400,38.0,2,3
741800,35.25,2,0
742200,34.75,4,0
742600,35.5,4,2
743000,42.5,3,1
743400,41.75,2,0
743800,40.25,5,3
744200,45.5,1,3
744600,41.75,0,3
745000,46.25,1,2
745400,30.0,2,3
745800,43.75,1,2
746200,46.0,1,1
746600,39.5,2,1
747000,41.0,1,1
747400,46.5,3,2
747800,43.0,2,2
748200,33.0,2,1
748600,42.25,1,2
749000,46.75,1,3
749400,43.0,4,1
749800,43.25,4,0
750200,42.0,3,0
750600,42.0,4,1
751000,44.5,0,2
751400,43.75,1,1
751800,45.0,2,3
752200,45.25,1,1
752600,42.25,3,1
753000,41.75,4,1
753400,39.5,3,1
753800,42.75,2,1
754200,43.0,3,4
754600,34.75,3,2
755000,38.75,0,0
755400,32.75,6,0
755800,30.25,4,0
756200,33.75,3,0
756600,33.5,5,1
757000,29.25,5,1
757400,41.0,7,1
757800,40.0,1,2
758200,41.75,2,0
758600,37.25,3,2
759000,43.75,1,2
759400,41.0,1,0
759800,42.25,3,3
760200,38.0,6,0
760600,45.5,1,0
761000,44.75,7,1
761400,45.75,3,2
761800,42.25,3,3
762200,45.75,1,4
762600,39.75,6,1
763000,41.5,6,0
763400,42.0,3,2
763800,35.75,3,3
764200,37.75,4,3
764600,46.5,4,1
765000,40.0,3,1
765400,40.0,4,1
765800,40.0,1,1
766200,37.5,3,0
766600,38.75,4,0
767000,42.25,4,2
767400,41.0,2,1
767800,37.75,4,4
768200,29.25,10,0
768600,38.5,2,1
769000,38.25,3,0
769400,42.0,3,1
769800,35.25,3,0
770200,37.75,7,0
770600,31.75,6,0
771000,37.0,2,1
771400,38.0,2,0
771800,42.5,4,2
772200,42.75,2,2
772600,33.75,3,0
773000,45.25,2,0
773400,45.5,2,2
773800,43.0,2,1
774200,41.0,2,0
774600,47.0,3,3
775000,41.5,3,4
775400,34.5,4,0
775800,48.75,1,5
776200,47.25,2,1
776600,43.75,0,1
777000,43.25,2,1
777400,41.5,5,2
777800,43.5,0,1
778200,36.5,4,0
778600,39.5,5,1
779000,35.0,6,0
779400,33.25,4,1
779800,41.25,4,0
780200,44.0,1,1
780600,43.25,4,1
781000,43.75,0,3
781400,48.0,1,3
781800,42.25,6,0
782200,40.25,4,0
782600,40.25,7,0
783000,43.75,2,2
783400,36.75,1,1
783800,44.0,1,0
784200,43.0,0,1
784600,40.5,5,1
785000,45.0,4,1
785400,36.75,4,1
785800,41.5,5,2
786200,48.0,2,1
786600,41.75,3,0
787000,39.75,2,3
787400,35.25,3,2
787800,33.25,2,2
788200,33.5,3,0
788600,38.75,3,1
789000,36.75,3,1
789400,37.75,3,1
789800,39.0,5,0
790200,40.75,3,2
790600,42.75,7,3
791000,38.25,3,0
791400,39.25,4,0
791800,40.25,3,0
792200,39.25,3,1
792600,37.5,3,1
793000,37.75,7,0
793400,40.75,2,1
793800,46.0,1,2
794200,38.5,5,2
794600,42.0,3,1
795000,43.25,2,5
795400,44.25,3,0
795800,40.25,2,2
796200,43.5,4,3
796600,39.0,0,0
797000,39.75,4,0
797400,42.25,6,0
797800,36.5,1,1
798200,46.5,2,2
798600,46.75,3,2
799000,38.25,1,1
799400,45.75,2,2
799800,37.0,3,1
800200,39.75,3,0
800600,34.25,8,1
801000,32.0,6,1
801400,46.5,4,0
801800,44.5,3,3
802200,42.75,2,1
802600,46.75,1,2
803000,44.0,2,2
803400,30.75,6,1
803800,38.0,0,0
804200,35.25,1,0
804600,37.75,3,1
805000,37.5,2,0
805400,34.0,10,0
805800,39.0,5,1
806200,35.5,5,0
806600,33.5,4,2
807000,36.75,4,0
807400,38.5,0,1
807800,38.75,2,1
808200,37.75,4,2
808600,31.5,1,0
809000,36.75,0,0
809400,35.0,2,1
809800,36.75,4,1
810200,37.25,11,0
810600,37.0,4,1
811000,39.0,2,1
811400,42.5,3,1
811800,42.75,3,1
812200,39.0,2,5
812600,46.5,3,2
813000,38.75,3,1
813400,36.0,3,1
813800,45.25,2,2
814200,38.25,2,2
814600,42.25,1,1
815000,39.75,5,2
815400,37.25,1,1
815800,40.5,1,1
816200,39.25,4,1
816600,38.25,3,2
817000,39.25,2,1
817400,42.5,5,0
817800,38.75,5,1
818200,41.25,2,5
818600,42.25,3,3
819000,36.75,6,1
819400,34.25,2,0
819800,38.75,3,0
820200,41.0,1,2
820600,36.5,1,3
821000,38.75,3,1
821400,36.0,4,2
821800,43.75,3,1
822200,43.25,2,1
822600,44.75,2,1
823000,45.5,1,2
823400,44.5,1,2
823800,45.75,4,4
824200,37.0,3,2
824600,38.25,1,1
825000,37.5,4,2
825400,35.75,7,2
825800,42.25,1,2
826200,45.75,0,2
826600,44.5,0,2
827000,37.25,4,1
827400,36.75,5,2
827800,33.5,5,0
828200,38.25,4,0
828600,37.25,2,2
829000,38.5,0,2
829400,39.5,0,1
829800,39.5,4,1
830200,42.5,1,2
830600,43.75,2,6
831000,43.25,3,2
831400,42.0,3,3
831800,37.5,5,1
832200,42.0,5,3
832600,39.5,4,1
833000,38.75,1,3
833400,41.75,5,0
833800,38.0,4,2
834200,39.0,5,0
834600,48.0,2,0
835000,34.25,3,0
835400,42.25,3,4
835800,44.25,2,0
836200,43.25,0,0
836600,35.75,4,2
837000,46.0,1,0
837400,39.5,1,1
837800,35.5,4,1
838200,38.5,3,0
838600,39.5,2,2
839000,45.5,2,3
839400,39.5,2,0
839800,37.0,3,1
840200,35.25,7,2
840600,35.0,6,1
841000,40.5,1,1
841400,41.0,4,0
841800,44.75,2,1
842200,40.75,3,0
842600,38.5,0,2
843000,38.5,3,0
843400,42.0,3,0
843800,46.75,2,2
844200,33.25,5,0
844600,36.0,2,0
845000,39.5,5,1
845400,41.75,1,2
845800,42.0,3,1
846200,38.5,1,1
846600,40.5,0,0
847000,36.75,3,1
847400,37.0,2,0
847800,36.5,2,1
848200,34.0,3,2
848600,38.5,1,4
849000,41.75,2,0
849400,31.25,4,1
849800,46.75,2,1
850200,45.25,1,2
850600,42.25,2,2
851000,42.75,1,1
851400,37.5,3,1
851800,32.0,3,0
852200,37.25,2,0
852600,37.5,4,0
853000,44.75,2,2
853400,39.25,5,0
853800,43.5,2,0
854200,34.5,3,2
854600,40.5,3,1
855000,42.75,4,0
855400,39.25,4,0
855800,39.0,3,2
856200,42.0,2,1
856600,27.5,3,0
857000,43.75,1,3
857400,42.0,2,1
857800,41.75,3,2
858200,42.75,1,2
858600,46.25,4,1
859000,47.0,2,1
859400,41.75,1,1
859800,43.5,5,1
860200,41.0,2,1
860600,40.75,0,2
861000,45.25,0,2
861400,45.0,2,1
861800,45.75,1,1
862200,36.25,7,2
862600,36.75,3,2
863000,36.25,7,1
863400,35.5,3,1
863800,35.0,0,4
864200,33.75,7,0
864600,42.75,1,0
865000,38.75,3,0
865400,31.5,5,0
865800,37.25,2,1
866200,38.25,2,1
866600,41.25,5,0
867000,37.5,3,2
867400,40.75,3,0
867800,39.25,4,2
868200,46.5,0,1
868600,37.5,2,3
869000,39.25,3,2
869400,42.5,2,1
869800,41.25,4,3
870200,40.5,4,1
870600,42.5,3,5
871000,41.0,4,1
871400,39.25,3,2
871800,48.25,4,1
872200,45.75,5,0
872600,46.25,2,3
873000,44.0,5,0
873400,41.75,3,3
873800,41.5,5,1
874200,43.25,1,1
874600,40.75,1,0
875000,41.5,3,3
875400,41.25,3,0
875800,42.25,1,0
876200,43.5,0,2
876600,44.75,2,1
877000,39.75,2,0
877400,40.25,2,2
877800,36.5,4,1
878200,35.25,7,1
878600,34.0,1,1
879000,29.25,5,1
879400,41.25,0,1
879800,42.25,3,1
880200,36.75,3,0
880600,42.25,0,1
881000,32.0,3,0
881400,42.0,1,2
881800,43.75,0,3
882200,42.5,1,1
882600,49.0,0,3
883000,34.0,4,0
883400,42.0,1,4
883800,44.5,2,2
884200,43.5,3,0
884600,36.0,1,0
885000,39.0,4,0
885400,41.0,3,2
885800,42.5,1,3
886200,42.75,4,1
886600,43.75,1,2
887000,40.25,2,2
887400,42.25,1,1
887800,41.5,1,1
888200,40.25,3,1
888600,46.5,3,1
889000,37.25,2,4
889400,42.5,2,3
889800,35.75,5,0
890200,38.75,2,2
890600,45.5,2,0
891000,39.5,2,1
891400,42.5,4,3
891800,45.25,0,4
892200,43.25,2,0
892600,41.5,2,0
893000,40.75,3,0
893400,48.0,0,5
893800,46.75,2,0
894200,41.75,2,0
894600,37.25,1,1
895000,37.25,5,1
895400,42.5,3,0
895800,38.75,2,0
896200,41.75,1,0
896600,39.0,0,0
897000,39.25,0,0
897400,38.25,1,0
897800,42.75,1,1
898200,39.0,2,0
898600,46.75,0,0
899000,41.25,2,0
899400,39.75,3,0
899800,37.25,5,0
900200,34.75,3,0
900600,41.0,1,0
901000,38.75,2,0
901400,31.5,4,1
901800,31.25,9,2
902200,35.75,5,0
902600,35.25,6,2
903000,32.75,3,1
903400,42.75,2,3
903800,40.5,5,0
904200,37.0,3,0
904600,44.25,2,1
905000,43.75,1,2
905400,41.0,7,1
905800,45.75,1,2
906200,40.75,4,1
906600,38.25,6,0
907000,42.25,4,1
907400,44.75,1,5
907800,44.5,0,2
908200,42.75,4,0
908600,43.75,1,2
909000,43.75,0,0
909400,47.25,2,3
909800,43.25,4,1
910200,42.0,3,0
910600,43.5,1,1
911000,39.75,6,2
911400,38.75,3,1
911800,41.0,1,1
912200,45.5,3,1
912600,47.5,3,2
913000,44.25,3,1
913400,40.0,2,3
913800,43.75,2,1
914200,47.25,0,2
914600,46.25,4,3
915000,44.75,3,2
915400,42.0,4,0
915800,43.0,4,2
916200,42.0,4,2
916600,36.0,9,4
917000,41.0,6,2
917400,42.75,2,0
917800,46.5,3,1
918200,41.5,3,1
918600,41.75,6,1
919000,36.25,4,1
919400,45.0,2,2
919800,32.5,3,1
920200,46.25,1,0
920600,43.0,1,0
921000,42.25,3,1
921400,49.25,1,2
921800,43.75,2,1
922200,45.75,3,3
922600,45.25,3,3
923000,44.5,2,2
923400,44.25,1,1
923800,41.75,3,0
924200,43.0,4,2
924600,44.75,1,2
925000,43.0,4,1
925400,43.75,2,1
925800,45.25,1,0
926200,38.75,1,4
926600,41.75,3,4
927000,38.0,1,0
927400,35.75,3,2
927800,36.0,3,1
928200,38.0,2,2
928600,42.25,0,1
929000,38.25,4,2
929400,40.5,1,2
929800,43.5,1,1
930200,39.0,2,2
930600,44.75,4,1
931000,38.75,5,1
931400,43.25,2,1
931800,40.0,4,3
932200,38.25,5,0
932600,34.75,6,1
933000,34.25,4,2
933400,36.0,5,0
933800,35.25,4,0
934200,42.25,4,0
934600,43.25,3,1
935000,35.25,3,4
935400,38.0,4,0
935800,40.0,2,2
936200,42.0,3,1
936600,39.5,2,2
937000,27.75,10,0
937400,44.75,3,0
937800,42.5,3,3
938200,44.25,4,4
938600,42.75,4,0
939000,35.5,1,2
939400,41.0,1,1
939800,40.5,3,2
940200,33.75,4,0
940600,42.75,1,0
941000,41.5,3,1
941400,43.75,2,0
941800,40.75,1,1
942200,41.75,1,2
942600,46.5,0,0
943000,44.75,3,3
943400,43.75,0,5
943800,42.75,0,0
944200,41.5,2,3
944600,42.75,1,4
945000,44.5,1,6
945400,32.75,6,0
945800,40.0,4,0
946200,34.75,6,0
946600,33.75,4,2
947000,38.0,2,1
947400,41.75,1,1
947800,45.75,3,3
948200,40.75,3,3
948600,45.25,1,1
949000,36.5,4,2
949400,41.25,2,1
949800,42.75,0,1
950200,43.75,2,2
950600,34.75,2,1
951000,39.75,3,2
951400,42.25,2,4
951800,35.25,6,1
952200,43.5,5,2
952600,44.25,3,2
953000,39.75,2,1
953400,36.25,2,1
953800,47.5,0,1
954200,44.75,1,1
954600,41.0,3,3
955000,43.25,1,1
955400,37.75,4,1
955800,48.25,2,3
956200,46.25,2,2
956600,44.25,2,1
957000,43.0,3,1
957400,46.25,2,2
957800,45.5,0,2
958200,31.5,6,2
958600,32.25,8,1
959000,29.25,7,0
959400,29.25,7,2
959800,33.75,5,1
960200,37.0,4,0
960600,37.5,4,0
961000,32.25,5,1
961400,39.5,3,0
961800,45.25,2,3
962200,42.75,3,3
962600,43.75,3,1
963000,45.75,2,3
963400,39.5,4,1
963800,36.5,2,2
964200,38.75,5,2
964600,39.25,2,0
965000,40.25,4,0
965400,39.0,6,2
965800,41.5,3,0
966200,35.0,3,2
966600,37.75,4,0
967000,34.0,4,1
967400,35.75,6,0
967800,34.0,4,0
968200,32.25,1,1
968600,44.25,3,4
969000,46.75,0,1
969400,50.0,2,1
969800,50.0,1,1
970200,46.0,1,3
970600,40.75,3,2
971000,39.75,2,2
971400,44.75,1,2
971800,32.75,2,1
972200,40.25,6,0
972600,35.5,6,1
973000,38.75,2,1
973400,39.25,3,1
973800,33.25,4,1
974200,36.75,2,1
974600,31.75,3,2
975000,38.5,1,2
975400,36.75,4,1
975800,45.0,5,1
976200,44.5,1,1
976600,46.75,3,4
977000,45.5,2,2
977400,44.75,3,1
977800,41.5,1,1
978200,43.0,4,1
978600,39.5,4,2
979000,43.75,0,4
979400,36.5,3,3
979800,42.75,6,0
980200,45.5,2,0
980600,30.5,2,2
981000,38.5,5,2
981400,43.0,3,0
981800,47.5,6,0
982200,42.25,1,3
982600,43.75,2,1
983000,38.75,1,0
983400,41.25,5,1
983800,39.0,1,0
984200,38.25,2,3
984600,42.75,2,0
985000,43.0,2,1
985400,41.0,4,0
985800,36.25,3,1
986200,36.75,2,2
986600,43.25,1,0
987000,42.25,1,1
987400,46.25,0,1
987800,47.5,3,1
988200,47.0,2,1
988600,42.75,4,2
989000,46.0,1,4
989400,35.0,7,0
989800,38.75,1,0
990200,38.0,3,1
990600,49.5,1,1
991000,43.5,1,2
991400,45.5,4,2
991800,47.25,1,2
992200,43.0,4,0
992600,43.25,3,0
993000,29.75,7,1
993400,39.25,4,1
993800,43.25,4,1
994200,45.0,0,2
994600,41.0,1,5
995000,36.25,4,1
995400,36.5,3,0
995800,39.25,1,2
996200,44.0,3,0
996600,40.0,2,1
997000,45.25,1,1
997400,41.5,0,0
997800,45.75,1,3
998200,46.25,2,3
998600,40.75,1,0
999000,45.0,2,3
999400,48.5,3,1
999800,42.75,3,0
1000200,34.5,2,2
1000600,48.75,2,2
1001000,44.5,2,3
1001400,44.0,4,0
1001800,41.0,2,0
1002200,43.75,1,0
1002600,38.5,5,2
1003000,43.0,4,1
1003400,32.75,4,0
1003800,35.25,1,2
1004200,27.5,6,0
1004600,37.25,6,0
1005000,43.75,2,2
1005400,40.75,2,1
1005800,41.75,0,5
1006200,43.5,2,1
1006600,43.5,2,1
1007000,42.75,2,3
1007400,41.0,1,4
1007800,43.0,6,0
1008200,40.0,2,1
1008600,33.0,5,2
1009000,37.5,5,1
1009400,40.25,1,1
1009800,38.25,3,3
1010200,37.75,4,1
1010600,40.5,1,1
1011000,41.75,5,1
1011400,43.5,3,0
1011800,46.75,3,1
1012200,43.0,6,2
1012600,43.0,4,0
1013000,43.0,4,1
1013400,39.5,5,0
1013800,37.0,6,1
1014200,39.5,2,0
